50518,5948,44557
57309,83963,58344
91788,95409,62983
31292,58901,22534
26532,43129,65580
19182,1280,87351
93970,6620,96527
4658,25023,8400
9077,15456,3646
22554,9994,72248
38789,20563,39619
62867,19184,34319
57598,82637,82994
64212,91682,6492
87608,66783,58765
80198,9816,87378
20054,26469,74941
82246,75648,160
4074,48052,73658
51106,9044,13290
74926,26678,18703
4993,53210,50968
82986,47086,48291
32100,28586,9809
91129,30486,25870
22497,13350,95359
14009,65738,21491
78501,71773,72361
41810,66661,25736
47075,94382,56069
50279,40907,51427
39977,50320,10036
34198,68577,63662
84518,97980,21557
56207,44939,96264
60108,61364,92726
36300,77356,81287
30075,80166,75056
89056,79654,81981
68136,59755,53159
14842,66543,97137
65814,44988,42054
88989,25007,77870
43726,16632,42865
86466,43695,5595
21836,49422,40865
49227,89854,70959
15797,73857,57588
29875,59816,72598
88454,47592,15337
89545,5687,69400
84613,32176,66828
95869,39150,67340
60875,67660,91914
76146,87023,14388
55959,11135,56069
2249,84266,91780
79180,14086,71440
63001,26614,35620
54539,18037,17309
1558,10867,88872
44899,31996,49311
41929,26066,2537
89941,86765,31971
88092,36628,34299
5682,80787,58527
96888,89602,44511
99228,44384,63071
53497,44337,52002
86233,98233,68229
51975,41192,90639
93997,31147,73228
80920,84194,70981
45797,12863,7480
70167,4134,2559
22641,8865,79038
70110,88521,38429
78889,85491,49229
12666,2698,91505
88461,12686,37429
30000,76265,74240
70372,45926,3826
66297,82641,59310
76580,24861,87559
42284,99010,44791
21376,89287,73468
22462,81305,28663
64619,17244,73971
56073,66105,23581
87024,20292,89228
77032,17755,13489
68668,36461,89034
98003,81337,38405
71767,83532,68907
93686,5125,61060
85537,42959,43046
67957,80517,32053
17729,38600,81536
70491,20300,99081
99246,53897,33878
39524,93580,17510
6972,3673,55131
15805,31783,86457
34109,98739,93119
70193,55571,8171
5887,67593,89966
11019,35736,97762
32879,57994,16752
61376,75055,48899
30930,29484,84253
64877,80684,31511
52705,13471,72054
51243,99505,19217
82483,82815,25259
77931,32937,94215
48860,133,35086
14640,73229,73489
75961,39570,20897
27338,15796,7896
1895,37430,61052
87232,58934,45914
21524,23498,17095
43125,55902,93575
80969,26254,93398
59632,17165,45845
46762,76154,73936
13867,41935,88868
65682,63921,64317
62144,60101,57769
17838,91167,73333
98363,59355,5771
82492,12654,1751
202,15862,41316
61397,47059,45142
33400,93137,88393
96214,44075,39775
42896,60476,19098
29291,1825,33872
19562,57186,86051
11559,58307,51590
7188,94277,37622
1444,73415,9850
62875,31855,38456
57024,64198,92533
44396,46599,57851
24499,16974,49274
79176,34449,47985
84121,92757,15373
32844,64343,44475
44277,12758,96990
40415,83995,17773
44477,83897,44587
87874,52552,53469
82280,9909,31546
79356,49464,95175
15218,55924,59929
9819,79704,84250
9338,82517,69606
57233,34324,53315
80048,4077,5287
96745,83896,89879
11087,81720,68852
96849,99593,1034
76625,87880,10339
72990,78200,1409
56058,45796,7719
43278,43316,8210
64985,87647,434
14108,87099,77947
66772,3555,10295
87400,73824,92134
73474,88228,76642
13497,54640,36351
4043,12369,46995
95132,1331,2069
93277,15101,98818
12397,61103,38512
10212,13631,45995
86062,41166,8039
58661,66625,52204
24474,17045,55761
85101,42605,76653
36653,30252,27214
841,29789,894
18750,79154,42505
43962,10656,30900
3813,76470,36439
93856,66682,99229
87423,57120,32218
29290,15766,91578
96475,70508,34619
2200,29714,33937
79075,40479,53800
41299,16400,91855
90648,24661,3360
87089,62732,41525
51608,75471,55763
89216,30888,64851
19103,46634,74429
43723,7451,32477
2595,11567,9371
25642,36860,66095
49086,82439,93386
65515,88795,66470
64903,57499,26666
68286,73158,50267
26246,57150,15395
98948,59998,34092
43920,73144,2976
68935,46651,55010
75188,19536,71437
94428,34063,92570
52881,15010,53734
20995,96960,25093
39618,33148,10332
78252,35233,47084
20468,42163,5477
86128,77267,50139
75143,18182,2299
11097,63366,32588
18921,58748,60703
90414,54382,5076
23796,92996,16943
84729,17895,81177
69686,2205,76228
95769,14384,21319
252,35451,69089
23340,30613,49295
41858,45789,36354
33,28577,45663
11889,54351,68305
88873,26983,66233
86471,90079,34873
57541,20638,34455
25244,695,20334
34134,80714,25794
20569,68280,3322
8667,26273,46395
68133,17007,94043
21487,8103,64437
29560,73097,62716
32523,18955,22396
34558,99550,4781
33343,95788,63429
90191,78358,541
61035,86186,95253
70726,84551,97581
58340,89588,39079
4479,12219,19026
7531,31924,36487
95754,31075,77517
57045,87096,92359
10026,83776,89447
27272,86804,11705
92211,93388,60345
73961,87102,53998
83075,34175,34496
12549,71811,20990
7436,85903,70014
34450,70,97461
25276,8824,97522
91088,33617,74285
8693,8968,62657
11684,87690,68977
78863,53669,21973
74897,91362,54245
61668,2006,28255
43804,54180,4244
68033,63538,37548
24848,40148,99039
39485,77454,77755
12037,46195,47449
94249,38595,57871
56835,62808,15824
36748,44322,97234
74449,59448,27874
92769,5328,29031
71952,5787,60374
51500,65137,57036
75126,38563,58017
91605,83071,85330
95142,74242,61389
48538,81258,20560
42894,72720,815
35268,91261,72793
46686,55700,41021
87659,28342,53570
75844,33667,57794
96291,93113,88151
36075,79308,38704
29725,13612,82191
75856,51,95679
76888,88151,37029
86875,93273,75313
91069,8123,51210
38764,51477,57409
16757,76747,69360
67060,40243,38330
9124,19472,61055
25475,39383,80548
68662,45737,50093
10605,20544,58159
89687,31428,85417
34706,4824,26547
31692,11892,72989
35017,72971,66558
52376,36785,54438
77199,36841,78787
63226,40307,19604
27918,52813,89106
543,12459,97260
22721,92653,77226
22047,32420,77473
50107,23096,1266
89689,10137,1445
99626,5426,67539
45135,19027,72283
91663,57343,38515
16231,63012,98967
24384,74762,3138
75068,1121,32120
92923,61715,17282
31189,44207,1389
20868,89128,58615
82536,78750,7953
53165,92905,5378
6454,87128,91320
72058,92250,16673
62458,21836,79821
81067,1638,21535
56324,80191,58416
5039,17656,1501
49871,45912,84662
54569,26670,96845
57648,52234,41510
34468,46762,63901
73184,95006,98350
53794,7658,6271
21564,95139,66193
49201,55477,31114
10108,85551,31370
90862,91400,92611
5826,90177,71681
59477,22810,73219
1031,38454,13095
25784,50057,58569
40353,99246,78101
17937,14538,73868
25614,71008,36169
33379,9819,60131
5475,25938,4283
40321,63581,53244
93504,49061,94176
36875,39683,99617
